@nike,@nikestore,{'weight': 13}
@nike,@kaepernick7,{'weight': 315}
@nike,@nikesportswear,{'weight': 5}
@nike,@nikewomen,{'weight': 2}
@nike,@kingjames,{'weight': 21}
@nike,@realdonaldtrump,{'weight': 88}
@nike,@madriannorman,{'weight': 1}
@nike,@tmz,{'weight': 1}
@nike,@nikefootball,{'weight': 3}
@nike,@owntv,{'weight': 1}
@nike,@theellenshow,{'weight': 2}
@nike,@betnews,{'weight': 1}
@nike,@wiedenkennedy,{'weight': 2}
@nike,@parkpictures,{'weight': 1}
@nike,@nfl,{'weight': 40}
@nike,@nike,{'weight': 42}
@nike,@colinkaepernick,{'weight': 1}
@nike,@uoftkpe,{'weight': 1}
@nike,@heytammybruce,{'weight': 1}
@nike,@adidas,{'weight': 6}
@nike,@stevecarell,{'weight': 1}
@nike,@serenawilliams,{'weight': 18}
@nike,@kobebryant,{'weight': 4}
@nike,@senatorcollins,{'weight': 2}
@nike,@corybooker,{'weight': 9}
@nike,@eminem,{'weight': 2}
@nike,@xosworld,{'weight': 1}
@nike,@breakfastclubam,{'weight': 1}
@nike,@donniesimpson,{'weight': 1}
@nike,@ritzcarlton,{'weight': 1}
@nike,@associatedpress,{'weight': 1}
@nike,@hybridmedical,{'weight': 1}
@nike,@tamu,{'weight': 1}
@nike,@collegegameday,{'weight': 1}
@nike,@firsttake,{'weight': 1}
@nike,@sbnation,{'weight': 1}
@nike,@reutersus,{'weight': 1}
@nike,@lindeeloo_who,{'weight': 1}
@nike,@normangabbard1,{'weight': 1}
@nike,@pgatour,{'weight': 1}
@nike,@nbcsports,{'weight': 1}
@nike,@pgatourlive,{'weight': 1}
@nike,@jukehorse50,{'weight': 1}
@nike,@gop,{'weight': 2}
@nike,@nflcommish,{'weight': 18}
@nike,@foxnews,{'weight': 5}
@nike,@nikesupport,{'weight': 1}
@nike,@cashflowharlem,{'weight': 1}
@nike,@oregonmba,{'weight': 1}
@nike,@pattricklewis,{'weight': 1}
@nike,@jackie_paper90,{'weight': 1}
@nike,@spattyal,{'weight': 1}
@nike,@tibettean,{'weight': 1}
@nike,@tracyskidds,{'weight': 1}
@nike,@nanakim1956fl,{'weight': 2}
@nike,@tenncountrygal,{'weight': 1}
@nike,@flowerpot197,{'weight': 1}
@nike,@nikebasketball,{'weight': 2}
@nike,@healthworks,{'weight': 1}
@nike,@sassyank,{'weight': 1}
@nike,@seanhannity,{'weight': 1}
@nike,@wauwatosapd,{'weight': 1}
@nike,@worldplayersutd,{'weight': 1}
@nike,@brendanschwab,{'weight': 1}
@nike,@yourrightscamp,{'weight': 2}
@nike,@richarddeitsch,{'weight': 1}
@nike,@scotthanson,{'weight': 1}
@nike,@liam_mchugh,{'weight': 1}
@nike,@rollingout,{'weight': 1}
@nike,@buzekikiprop,{'weight': 2}
@nike,@fairtrade,{'weight': 1}
@nike,@pennyhughart,{'weight': 1}
@nike,@ernieminot,{'weight': 1}
@nike,@d_booth7,{'weight': 2}
@nike,@e_reid35,{'weight': 2}
@nike,@usopen,{'weight': 2}
@nike,@themasb1,{'weight': 2}
@nike,@sfgate,{'weight': 1}
@nike,@tesla,{'weight': 3}
@nike,@plugshare,{'weight': 2}
@nike,@pluginamerica,{'weight': 2}
@nike,@chuckcallesto,{'weight': 1}
@nike,@tigersathletics,{'weight': 1}
@nike,@cristiano,{'weight': 1}
@nike,@tigerwoods,{'weight': 1}
@nike,@bmwchamps,{'weight': 1}
@nike,@dawn_demore1,{'weight': 1}
@nike,@rodstryker,{'weight': 1}
@nike,@potus,{'weight': 4}
@nike,@sruhle,{'weight': 1}
@nike,@mikel_jollett,{'weight': 1}
@nike,@geraldwebb,{'weight': 1}
@nike,@chrismoorman,{'weight': 1}
@nike,@donaldjtrumpjr,{'weight': 2}
@nike,@ebay_uk,{'weight': 1}
@nike,@sclancy79,{'weight': 1}
@nike,@barron,{'weight': 1}
@nike,@nytimes,{'weight': 3}
@nike,@dmscott,{'weight': 1}
@nike,@kapernick7,{'weight': 1}
@nike,@eshow502,{'weight': 2}
@nike,@tomilahren,{'weight': 2}
@nike,@kayajones,{'weight': 2}
@nike,@realcandaceo,{'weight': 2}
@nike,@olympiaohanian,{'weight': 1}
@nike,@naomi_osaka_,{'weight': 1}
@nike,@alexandsrrobert,{'weight': 1}
@nike,@sgtfury1984,{'weight': 3}
@nike,@mwinfert,{'weight': 3}
@nike,@lblee58,{'weight': 3}
@nike,@kimmiejs,{'weight': 3}
@nike,@18rowdynation,{'weight': 3}
@nike,@thedemocrats,{'weight': 1}
@nike,@senbooker,{'weight': 1}
@nike,@kyleecoyote8,{'weight': 2}
@nike,@youtube,{'weight': 5}
@nike,@vp,{'weight': 1}
@nike,@whitehouse,{'weight': 1}
@nike,@presssec,{'weight': 1}
@nike,@vivabunny,{'weight': 2}
@nike,@nickcannon,{'weight': 1}
@nike,@hewholoveswords,{'weight': 1}
@nike,@cnnbrk,{'weight': 1}
@nike,@edkrassen,{'weight': 1}
@nike,@jsmooth995,{'weight': 1}
@nike,@thehill,{'weight': 1}
@nike,@dicks,{'weight': 2}
@nike,@theviralfever,{'weight': 1}
@nike,@kilmeade,{'weight': 1}
@nike,@collinkapernick,{'weight': 3}
@nike,@rolandjkay,{'weight': 2}
@nike,@jeetendrsehdev,{'weight': 3}
@nike,@wednesdaymeows,{'weight': 1}
@nike,@timtebow,{'weight': 1}
@nike,@cbsnews,{'weight': 3}
@nike,@browns,{'weight': 1}
@nike,@hot1015,{'weight': 1}
@nike,@lindsaylohan,{'weight': 1}
@nike,@miguelandholly,{'weight': 1}
@nike,@eagles,{'weight': 1}
@nike,@realpresssecbot,{'weight': 1}
@nike,@darrenrovell,{'weight': 1}
@nike,@foxandfriends,{'weight': 1}
@nike,@footlocker,{'weight': 1}
@nike,@abc,{'weight': 1}
@nike,@dianaross,{'weight': 2}
@nike,@kaepernick,{'weight': 3}
@nike,@zambreroireland,{'weight': 1}
@nike,@metcalfemary11,{'weight': 1}
@nike,@nwaegbe_nkem,{'weight': 1}
@nike,@jllgraham,{'weight': 1}
@nike,@colehaan,{'weight': 1}
@nike,@kapsi1911,{'weight': 1}
@nike,@the_culthouse,{'weight': 1}
@nike,@stlouiscatholic,{'weight': 1}
@nike,@itsmichaelj,{'weight': 1}
@nike,@jumpman23,{'weight': 1}
@nike,@senjohnmccain,{'weight': 1}
@nike,@kingzthoughtz,{'weight': 1}
@nike,@mafiamodelz,{'weight': 1}
@nike,@juliojones_11,{'weight': 1}
@nike,@49ers,{'weight': 1}
@nike,@gin_and_tacos,{'weight': 1}
@nike,@katiegoliday,{'weight': 1}
@nike,@bet,{'weight': 2}
@nike,@marciagallow,{'weight': 1}
@nike,@colinkaperneck7,{'weight': 2}
@nike,@tintswalohlongz,{'weight': 1}
@nike,@hermainem,{'weight': 1}
@nike,@casspernyovest,{'weight': 1}
@nike,@hotcherie1,{'weight': 1}
@nike,@cofohardworku,{'weight': 2}
@nike,@niketrail,{'weight': 1}
@nike,@elonmusk,{'weight': 1}
@nike,@dougayoung,{'weight': 2}
@nike,@zimmermanjoel,{'weight': 2}
@nike,@thomaswictor,{'weight': 2}
@nike,@militantmind2,{'weight': 2}
@nike,@power106la,{'weight': 2}
@nike,@steviewonder,{'weight': 3}
@nike,@steviewondergenius,{'weight': 3}
@nike,@jayztwocents,{'weight': 1}
@nike,@business,{'weight': 1}
@nike,@drake,{'weight': 1}
@nike,@saenzdav003,{'weight': 1}
@nike,@realatomicelbow,{'weight': 2}
@nike,@russellinmotion_media,{'weight': 1}
@nike,@flykonicclothingbrand,{'weight': 1}
@nike,@usnikefootball,{'weight': 1}
@nike,@syrajhoxo,{'weight': 3}
@nike,@mrs_e_lincoln,{'weight': 2}
@nike,@jimcarrey,{'weight': 1}
@nike,@nomoneyfc,{'weight': 1}
@nike,@alwayssunny,{'weight': 1}
@nike,@glennhowerton,{'weight': 1}
@nike,@shaneclaiborne,{'weight': 3}
@nike,@citibank,{'weight': 1}
@nike,@nflnetwork,{'weight': 1}
@nike,@espn,{'weight': 3}
@nike,@oregon_ted,{'weight': 1}
@nike,@oregonjb,{'weight': 1}
@nike,@mikefreemannfl,{'weight': 1}
@nike,@ericeelk,{'weight': 1}
@nike,@pattivasquezchi,{'weight': 1}
@nike,@davechgo,{'weight': 1}
@nike,@edeweysmith,{'weight': 1}
@nike,@hohatl,{'weight': 2}
@nike,@bishoppmorton,{'weight': 1}
@nike,@cornellwbrooks,{'weight': 1}
@nike,@jamalhbryant,{'weight': 1}
@nike,@bishopmckjr,{'weight': 2}
@nike,@rolandsmartin,{'weight': 2}
@nike,@michaeledyson,{'weight': 1}
@nike,@mattryanreal,{'weight': 1}
@nike,@shelby5fam,{'weight': 1}
@nike,@nessnitty,{'weight': 2}
@nike,@luxury,{'weight': 1}
@nike,@ezradbaker,{'weight': 1}
@nike,@nikela,{'weight': 1}
@nike,@nikesoccer,{'weight': 1}
@nike,@thexfiles,{'weight': 1}
@nike,@nd,{'weight': 1}
@nike,@jemelehill,{'weight': 1}
@nike,@stephenasmith,{'weight': 1}
@nike,@joyannreid,{'weight': 3}
@nike,@thereval,{'weight': 3}
@nike,@canballreport,{'weight': 1}
@nike,@nikecourt,{'weight': 1}
@nike,@doitforthacult2,{'weight': 1}
@nike,@netflix,{'weight': 1}
@nike,@joose1,{'weight': 1}
@nike,@nikenyc,{'weight': 3}
@nike,@chrisdelia,{'weight': 1}
@nike,@vcuarts,{'weight': 1}
@nike,@missyelliott,{'weight': 3}
