Source,Target,Weight
@kaepernick7,@meg_y12,1
@kaepernick7,@kidcasteel,1
@kaepernick7,@ybbkaren,1
@kaepernick7,@ladyhawkerfinds,1
@kaepernick7,@shondarhimes,1
@kaepernick7,@deray,1
@kaepernick7,@horerram,1
@kaepernick7,@bhadbhabie,1
@kaepernick7,@zappos,1
@kaepernick7,@gunjin_,1
@kaepernick7,@kicks_usa,1
@kaepernick7,@xrsize58,1
@kaepernick7,@chicagobears,4
@kaepernick7,@allensoped,2
@kaepernick7,@cyrustoulabi,2
@kaepernick7,@alyssa_milano,2
@kaepernick7,@eliudkipchoge,1
@kaepernick7,@senkamalaharris,2
@kaepernick7,@adidasfballus,1
@kaepernick7,@debramessing,1
@kaepernick7,@jordanuhl,1
@kaepernick7,@cnnmoney,1
@kaepernick7,@ace_metrix,2
@kaepernick7,@thesharkdaymond,1
@kaepernick7,@theshaderoom,1
@kaepernick7,@worldstar,1
@kaepernick7,@ulimtn,1
@kaepernick7,@ill_never_stop,1
@kaepernick7,@kawdart,1
@kaepernick7,@fosterthepeople,1
@kaepernick7,@d_dashawn,1
@kaepernick7,@hurley,1
@kaepernick7,@converse,1
@kaepernick7,@nikesb,1
@kaepernick7,@katieutehs,2
@kaepernick7,@larrybeilabc7,1
@kaepernick7,@maxkellerman,1
@kaepernick7,@mollyqerim,1
@kaepernick7,@realskipbayless,1
@kaepernick7,@jennytaft,1
@kaepernick7,@jennawolfe,1
@kaepernick7,@joytaylortalks,1
@kaepernick7,@bensimmons25,2
@kaepernick7,@iamakademiks,1
@kaepernick7,@bso,1
@kaepernick7,@quavostuntin,1
@kaepernick7,@reggiebush,1
@kaepernick7,@cfl,1
@kaepernick7,@ford,1
@kaepernick7,@judgegregmathis,1
@kaepernick7,@repjohnlewis,1
@kaepernick7,@vietheartpa,1
@kaepernick7,@drquinncapers4,1
@kaepernick7,@onco_cardiology,1
@kaepernick7,@ash71us,1
@kaepernick7,@purviparwani,1
@kaepernick7,@drmarthagulati,1
@kaepernick7,@eminem,1
@kaepernick7,@jv,1
@kaepernick7,@wild949,1
@realdonaldtrump,@colinkaperneck7,1
@realdonaldtrump,@potus,11
@realdonaldtrump,@tgirlmiller,8
@realdonaldtrump,@nfl,22
@realdonaldtrump,@robmacd22607147,2
@realdonaldtrump,@realdonaldtrump,9
@realdonaldtrump,@thedemocrats,2
@realdonaldtrump,@billoreilly,1
@realdonaldtrump,@ivankatrump,1
@realdonaldtrump,@gop,5
@realdonaldtrump,@america84883579,1
@realdonaldtrump,@matthewcogdeill,1
@realdonaldtrump,@bikers4america,1
@realdonaldtrump,@drudge_report,1
@realdonaldtrump,@foxnews,3
@realdonaldtrump,@teamtrump,1
@realdonaldtrump,@foxandfriends,2
@realdonaldtrump,@donaldjtrumpjr,2
@realdonaldtrump,@breaking911,1
@realdonaldtrump,@breakingnews,1
@realdonaldtrump,@bbcbreaking,1
@realdonaldtrump,@eacgov,1
@realdonaldtrump,@wikileaks,1
@realdonaldtrump,@fairimmigration,1
@realdonaldtrump,@vp,2
@realdonaldtrump,@robbin_young,2
@realdonaldtrump,@tibettean,1
@realdonaldtrump,@tracyskidds,1
@realdonaldtrump,@nanakim1956fl,2
@realdonaldtrump,@riotwomennn,1
@realdonaldtrump,@eileenmariesar1,1
@realdonaldtrump,@danrather,1
@realdonaldtrump,@johniadarola,1
@realdonaldtrump,@funder,1
@realdonaldtrump,@joncoopertweets,1
@realdonaldtrump,@tedlieu,1
@realdonaldtrump,@robreiner,1
@realdonaldtrump,@mmflint,1
@realdonaldtrump,@mmpadellan,1
@realdonaldtrump,@amy_siskind,1
@realdonaldtrump,@aynrandpaulryan,1
@realdonaldtrump,@girlsreallyrule,1
@realdonaldtrump,@leecamp,1
@realdonaldtrump,@cenkuygur,1
@realdonaldtrump,@sassyank,1
